org_img,image,event,date,second,milisecond,tweek,f_min<2kHz,tweek_sign,cluster
ch2_20141130_164029_395_s126,ch2_20141130_164029_395_s126-S15.jpg,15,20141130_164029,126,899,0,0,0,0
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-S1.jpg,1,20141130_164029,130,93,0,0,0,0
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-S2.jpg,2,20141130_164029,130,110,0,0,0,0
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-S3.jpg,3,20141130_164029,130,183,0,1,0,0
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-S4.jpg,4,20141130_164029,130,303,0,1,0,5
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-S5.jpg,5,20141130_164029,130,338,0,0,0,5
ch2_20141130_164029_395_s130,ch2_20141130_164029_395_s130-T1.jpg,1,20141130_164029,130,968,1,1,2,3
ch2_20141130_164029_395_s16,ch2_20141130_164029_395_s16-T1.jpg,1,20141130_164029,16,806,1,1,4,3
ch2_20141130_164029_395_s16,ch2_20141130_164029_395_s16-S1.jpg,1,20141130_164029,16,849,0,1,0,6
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S1.jpg,1,20141130_164029,17,192,0,1,0,6
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S2.jpg,2,20141130_164029,17,428,0,1,0,0
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S3.jpg,3,20141130_164029,17,462,0,0,0,5
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S4.jpg,4,20141130_164029,17,478,0,0,0,5
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S5.jpg,5,20141130_164029,17,498,0,0,0,5
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S6.jpg,6,20141130_164029,17,527,0,1,0,1
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S7.jpg,7,20141130_164029,17,550,0,0,0,0
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S8.jpg,8,20141130_164029,17,562,0,1,0,0
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S9.jpg,9,20141130_164029,17,645,0,0,0,5
ch2_20141130_164029_395_s17,ch2_20141130_164029_395_s17-S10.jpg,10,20141130_164029,17,721,0,0,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-T1.jpg,1,20141130_164029,22,512,1,1,3,3
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S1.jpg,1,20141130_164029,22,539,0,1,0,1
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S2.jpg,2,20141130_164029,22,557,0,0,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-T2.jpg,2,20141130_164029,22,567,1,1,4,3
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S4.jpg,4,20141130_164029,22,624,0,0,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S5.jpg,5,20141130_164029,22,641,0,0,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S6.jpg,6,20141130_164029,22,659,0,1,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S7.jpg,7,20141130_164029,22,688,0,0,0,0
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S8.jpg,8,20141130_164029,22,709,0,0,0,5
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S9.jpg,9,20141130_164029,22,812,0,1,0,6
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S10.jpg,10,20141130_164029,22,825,0,1,0,6
ch2_20141130_164029_395_s22,ch2_20141130_164029_395_s22-S11.jpg,11,20141130_164029,22,945,0,0,0,5
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S1.jpg,1,20141130_164029,24,75,0,0,0,0
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S2.jpg,2,20141130_164029,24,108,0,0,0,1
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S3.jpg,3,20141130_164029,24,300,0,0,0,5
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S4.jpg,4,20141130_164029,24,367,0,0,0,5
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S5.jpg,5,20141130_164029,24,398,0,0,0,0
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S6.jpg,6,20141130_164029,24,421,0,0,0,5
ch2_20141130_164029_395_s24,ch2_20141130_164029_395_s24-S7.jpg,7,20141130_164029,24,534,0,0,0,5
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S1.jpg,1,20141130_164029,47,139,0,0,0,5
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S2.jpg,2,20141130_164029,47,214,0,0,0,4
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S3.jpg,3,20141130_164029,47,394,0,0,0,0
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S4.jpg,4,20141130_164029,47,425,0,1,0,6
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S5.jpg,5,20141130_164029,47,453,0,0,0,0
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S6.jpg,6,20141130_164029,47,479,0,0,0,5
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S7.jpg,7,20141130_164029,47,581,0,0,0,5
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S8.jpg,8,20141130_164029,47,690,0,1,0,3
ch2_20141130_164029_395_s47,ch2_20141130_164029_395_s47-S9.jpg,9,20141130_164029,47,723,0,1,0,3
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S1.jpg,1,20141130_164029,67,52,0,0,0,5
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-T1.jpg,1,20141130_164029,67,98,1,1,4,3
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S2.jpg,2,20141130_164029,67,114,0,0,0,0
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S3.jpg,3,20141130_164029,67,310,0,0,0,0
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S4.jpg,4,20141130_164029,67,398,0,0,0,5
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S5.jpg,5,20141130_164029,67,424,0,0,0,5
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S6.jpg,6,20141130_164029,67,459,0,0,0,0
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S7.jpg,7,20141130_164029,67,519,0,0,0,5
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S8.jpg,8,20141130_164029,67,548,0,0,0,0
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S9.jpg,9,20141130_164029,67,708,0,0,0,4
ch2_20141130_164029_395_s67,ch2_20141130_164029_395_s67-S10.jpg,10,20141130_164029,67,835,0,0,0,5
ch2_20141130_164029_395_s84,ch2_20141130_164029_395_s84-T1.jpg,1,20141130_164029,84,160,1,1,4,3
ch2_20141130_164029_395_s84,ch2_20141130_164029_395_s84-S1.jpg,1,20141130_164029,84,186,0,1,0,3
ch2_20141130_164029_395_s84,ch2_20141130_164029_395_s84-S2.jpg,2,20141130_164029,84,205,0,1,0,3
ch2_20141130_164029_395_s84,ch2_20141130_164029_395_s84-S3.jpg,3,20141130_164029,84,996,0,1,0,6
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-T1.jpg,1,20141130_164529,109,172,1,1,4,3
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S2.jpg,2,20141130_164529,109,198,0,1,0,6
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S3.jpg,3,20141130_164529,109,213,0,1,0,3
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S4.jpg,4,20141130_164529,109,246,0,1,0,1
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S5.jpg,5,20141130_164529,109,281,0,1,0,3
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S6.jpg,6,20141130_164529,109,690,0,0,0,1
ch2_20141130_164529_540_s109,ch2_20141130_164529_540_s109-S7.jpg,7,20141130_164529,109,723,0,0,0,5
ch2_20141130_164529_540_s111,ch2_20141130_164529_540_s111-S1.jpg,1,20141130_164529,111,527,0,0,0,5
ch2_20141130_164529_540_s111,ch2_20141130_164529_540_s111-T1.jpg,1,20141130_164529,111,562,1,1,4,3
ch2_20141130_164529_540_s111,ch2_20141130_164529_540_s111-T2.jpg,2,20141130_164529,111,584,1,1,4,3
ch2_20141130_164529_540_s111,ch2_20141130_164529_540_s111-S3.jpg,3,20141130_164529,111,763,0,0,0,5
ch2_20141130_164529_540_s111,ch2_20141130_164529_540_s111-S4.jpg,4,20141130_164529,111,848,0,1,0,6
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S1.jpg,1,20141130_164529,13,421,0,1,0,5
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S2.jpg,2,20141130_164529,13,440,0,0,0,5
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S3.jpg,3,20141130_164529,13,456,0,0,0,5
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-T1.jpg,1,20141130_164529,13,680,1,1,2,3
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S5.jpg,5,20141130_164529,13,730,0,1,0,5
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-T2.jpg,2,20141130_164529,13,862,1,1,4,3
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S6.jpg,6,20141130_164529,13,898,0,1,0,6
ch2_20141130_164529_540_s13,ch2_20141130_164529_540_s13-S7.jpg,7,20141130_164529,13,918,0,1,0,5
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-T1.jpg,1,20141130_164529,25,56,1,1,3,3
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S1.jpg,1,20141130_164529,25,77,0,1,0,6
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S2.jpg,2,20141130_164529,25,87,0,1,0,5
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S3.jpg,3,20141130_164529,25,111,0,1,0,1
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S4.jpg,4,20141130_164529,25,182,0,0,0,5
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S5.jpg,5,20141130_164529,25,343,0,0,0,4
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S6.jpg,6,20141130_164529,25,546,0,0,0,4
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S7.jpg,7,20141130_164529,25,732,0,1,0,0
ch2_20141130_164529_540_s25,ch2_20141130_164529_540_s25-S8.jpg,8,20141130_164529,25,808,0,0,0,0
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-T1.jpg,1,20141130_164529,42,33,1,1,4,3
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S1.jpg,1,20141130_164529,42,61,0,0,0,5
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S2.jpg,2,20141130_164529,42,212,0,0,0,4
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S3.jpg,3,20141130_164529,42,419,0,1,0,4
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S5.jpg,5,20141130_164529,42,526,0,0,0,4
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S6.jpg,6,20141130_164529,42,652,0,0,0,5
ch2_20141130_164529_540_s42,ch2_20141130_164529_540_s42-S7.jpg,7,20141130_164529,42,724,0,0,0,5
ch2_20141130_164529_540_s65,ch2_20141130_164529_540_s65-S1.jpg,1,20141130_164529,65,753,0,1,0,6
ch2_20141130_164529_540_s65,ch2_20141130_164529_540_s65-T1.jpg,1,20141130_164529,65,754,1,1,4,6
ch2_20141130_164529_540_s65,ch2_20141130_164529_540_s65-S2.jpg,2,20141130_164529,65,774,0,1,0,6
ch2_20141130_164529_540_s65,ch2_20141130_164529_540_s65-S3.jpg,3,20141130_164529,65,915,0,0,0,5
ch2_20141130_164529_540_s65,ch2_20141130_164529_540_s65-S4.jpg,4,20141130_164529,65,978,0,1,0,5
ch2_20141130_164529_540_s67,ch2_20141130_164529_540_s67-S1.jpg,1,20141130_164529,67,57,0,0,0,0
ch2_20141130_164529_540_s67,ch2_20141130_164529_540_s67-S2.jpg,2,20141130_164529,67,103,0,0,0,5
ch2_20141130_164529_540_s67,ch2_20141130_164529_540_s67-T1.jpg,1,20141130_164529,67,650,1,1,4,3
ch2_20141130_164529_540_s67,ch2_20141130_164529_540_s67-S4.jpg,4,20141130_164529,67,672,0,1,0,3
ch2_20141130_164529_540_s67,ch2_20141130_164529_540_s67-S5.jpg,5,20141130_164529,67,711,0,1,0,4
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S1.jpg,1,20141130_164529,76,8,0,0,0,5
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S2.jpg,2,20141130_164529,76,16,0,0,0,5
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S3.jpg,3,20141130_164529,76,29,0,1,0,4
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-T1.jpg,1,20141130_164529,76,166,1,1,4,3
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S4.jpg,4,20141130_164529,76,203,0,0,0,1
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-T2.jpg,2,20141130_164529,76,230,1,1,4,3
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S5.jpg,5,20141130_164529,76,311,0,0,0,5
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S6.jpg,6,20141130_164529,76,588,0,0,0,0
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S7.jpg,7,20141130_164529,76,597,0,0,0,5
ch2_20141130_164529_540_s76,ch2_20141130_164529_540_s76-S8.jpg,8,20141130_164529,76,737,0,0,0,0
ch2_20141130_164529_540_s77,ch2_20141130_164529_540_s77-S1.jpg,1,20141130_164529,77,100,0,1,0,6
ch2_20141130_164529_540_s77,ch2_20141130_164529_540_s77-S2.jpg,2,20141130_164529,77,111,0,1,0,6
ch2_20141130_164529_540_s77,ch2_20141130_164529_540_s77-S3.jpg,3,20141130_164529,77,435,0,1,0,4
ch2_20141130_164529_540_s77,ch2_20141130_164529_540_s77-S4.jpg,4,20141130_164529,77,708,0,0,0,4
ch2_20141130_164529_540_s77,ch2_20141130_164529_540_s77-S5.jpg,5,20141130_164529,77,728,0,1,0,4
ch2_20141130_165029_685_s10,ch2_20141130_165029_685_s10-S1.jpg,1,20141130_165029,10,117,0,0,0,4
ch2_20141130_165029_685_s10,ch2_20141130_165029_685_s10-S2.jpg,2,20141130_165029,10,171,0,0,0,5
ch2_20141130_165029_685_s10,ch2_20141130_165029_685_s10-S3.jpg,3,20141130_165029,10,301,0,0,0,5
ch2_20141130_165029_685_s10,ch2_20141130_165029_685_s10-T1.jpg,1,20141130_165029,10,973,1,0,4,3
ch2_20141130_165029_685_s10,ch2_20141130_165029_685_s10-S5.jpg,5,20141130_165029,10,987,0,0,0,5
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S1.jpg,1,20141130_165029,106,148,0,0,0,5
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S2.jpg,2,20141130_165029,106,434,0,0,0,0
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S3.jpg,3,20141130_165029,106,439,0,0,0,0
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S4.jpg,4,20141130_165029,106,465,0,0,0,6
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S5.jpg,5,20141130_165029,106,573,0,0,0,0
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-T1.jpg,1,20141130_165029,106,714,1,1,4,3
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S6.jpg,6,20141130_165029,106,838,0,0,0,5
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-S7.jpg,7,20141130_165029,106,911,0,0,0,4
ch2_20141130_165029_685_s106,ch2_20141130_165029_685_s106-T2.jpg,2,20141130_165029,106,958,1,1,4,3
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S1.jpg,1,20141130_165029,107,172,0,0,0,0
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S2.jpg,2,20141130_165029,107,548,0,0,0,5
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S3.jpg,3,20141130_165029,107,751,0,1,0,6
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S4.jpg,4,20141130_165029,107,878,0,1,0,5
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S5.jpg,5,20141130_165029,107,956,0,0,0,0
ch2_20141130_165029_685_s107,ch2_20141130_165029_685_s107-S6.jpg,6,20141130_165029,107,985,0,1,0,1
ch2_20141130_165029_685_s119,ch2_20141130_165029_685_s119-S1.jpg,1,20141130_165029,119,887,0,1,0,6
ch2_20141130_165029_685_s119,ch2_20141130_165029_685_s119-S2.jpg,2,20141130_165029,119,894,0,1,0,6
ch2_20141130_165029_685_s119,ch2_20141130_165029_685_s119-S3.jpg,3,20141130_165029,119,925,0,1,0,5
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-S1.jpg,1,20141130_165029,26,291,0,1,0,1
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-S2.jpg,2,20141130_165029,26,346,0,0,0,5
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-S3.jpg,3,20141130_165029,26,538,0,1,0,4
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-S4.jpg,4,20141130_165029,26,919,0,0,0,5
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-T1.jpg,1,20141130_165029,26,932,1,1,4,1
ch2_20141130_165029_685_s26,ch2_20141130_165029_685_s26-S6.jpg,6,20141130_165029,26,964,0,1,0,5
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S1.jpg,1,20141130_165029,36,247,0,1,0,6
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S2.jpg,2,20141130_165029,36,256,0,0,0,0
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S3.jpg,3,20141130_165029,36,347,0,0,0,5
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S4.jpg,4,20141130_165029,36,632,0,0,0,5
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S5.jpg,5,20141130_165029,36,759,0,0,0,5
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-T1.jpg,1,20141130_165029,36,768,1,0,4,3
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S6.jpg,6,20141130_165029,36,769,0,0,0,3
ch2_20141130_165029_685_s36,ch2_20141130_165029_685_s36-S7.jpg,7,20141130_165029,36,795,0,1,0,4
ch2_20141130_165029_685_s38,ch2_20141130_165029_685_s38-T1.jpg,1,20141130_165029,38,6,1,1,4,3
ch2_20141130_165029_685_s38,ch2_20141130_165029_685_s38-S2.jpg,2,20141130_165029,38,892,0,0,0,5
ch2_20141130_165029_685_s38,ch2_20141130_165029_685_s38-S3.jpg,3,20141130_165029,38,948,0,0,0,5
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-S1.jpg,1,20141130_165029,41,863,0,1,0,4
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-S2.jpg,2,20141130_165029,41,899,0,1,0,1
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-S3.jpg,3,20141130_165029,41,939,0,1,0,6
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-S4.jpg,4,20141130_165029,41,949,0,1,0,6
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-T1.jpg,1,20141130_165029,41,968,1,1,4,3
ch2_20141130_165029_685_s41,ch2_20141130_165029_685_s41-S6.jpg,6,20141130_165029,41,993,0,1,0,1
ch2_20141130_165029_685_s99,ch2_20141130_165029_685_s99-S1.jpg,1,20141130_165029,99,50,0,1,0,6
ch2_20141130_165029_685_s99,ch2_20141130_165029_685_s99-T1.jpg,1,20141130_165029,99,51,1,1,4,3
ch2_20141130_165029_685_s99,ch2_20141130_165029_685_s99-S2.jpg,2,20141130_165029,99,80,0,1,0,6
ch2_20141130_165029_685_s99,ch2_20141130_165029_685_s99-S3.jpg,3,20141130_165029,99,232,0,0,0,4
ch2_20141130_165029_685_s99,ch2_20141130_165029_685_s99-S4.jpg,4,20141130_165029,99,351,0,1,0,4
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-T1.jpg,1,20141130_165529,110,352,1,1,3,3
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-T2.jpg,2,20141130_165529,110,372,1,1,2,3
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S2.jpg,2,20141130_165529,110,402,0,1,0,1
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S3.jpg,3,20141130_165529,110,416,0,1,0,4
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S4.jpg,4,20141130_165529,110,446,0,0,0,4
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S5.jpg,5,20141130_165529,110,512,0,0,0,5
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S6.jpg,6,20141130_165529,110,738,0,0,0,5
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S7.jpg,7,20141130_165529,110,852,0,1,0,4
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S8.jpg,8,20141130_165529,110,901,0,1,0,6
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S9.jpg,9,20141130_165529,110,921,0,1,0,6
ch2_20141130_165529_829_s110,ch2_20141130_165529_829_s110-S10.jpg,10,20141130_165529,110,955,0,0,0,0
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S1.jpg,1,20141130_165529,133,108,0,0,0,4
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S2.jpg,2,20141130_165529,133,469,0,1,0,3
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S3.jpg,3,20141130_165529,133,626,0,1,0,3
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S4.jpg,4,20141130_165529,133,747,0,0,0,0
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S5.jpg,5,20141130_165529,133,766,0,1,0,5
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-T1.jpg,1,20141130_165529,133,938,1,1,4,3
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S7.jpg,7,20141130_165529,133,961,0,1,0,6
ch2_20141130_165529_829_s133,ch2_20141130_165529_829_s133-S8.jpg,8,20141130_165529,133,982,0,0,0,3
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-T1.jpg,1,20141130_165529,134,3,1,0,4,6
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S1.jpg,1,20141130_165529,134,4,0,0,0,6
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S2.jpg,2,20141130_165529,134,126,0,0,0,5
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S3.jpg,3,20141130_165529,134,166,0,0,0,5
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S4.jpg,4,20141130_165529,134,313,0,1,0,0
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S5.jpg,5,20141130_165529,134,435,0,0,0,0
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S6.jpg,6,20141130_165529,134,481,0,0,0,0
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-T2.jpg,2,20141130_165529,134,615,1,1,3,3
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S7.jpg,7,20141130_165529,134,749,0,0,0,5
ch2_20141130_165529_829_s134,ch2_20141130_165529_829_s134-S8.jpg,8,20141130_165529,134,973,0,0,0,5
ch2_20141130_165529_829_s18,ch2_20141130_165529_829_s18-S1.jpg,1,20141130_165529,18,276,0,1,0,1
ch2_20141130_165529_829_s18,ch2_20141130_165529_829_s18-S2.jpg,2,20141130_165529,18,552,0,1,0,5
ch2_20141130_165529_829_s18,ch2_20141130_165529_829_s18-S3.jpg,3,20141130_165529,18,574,0,0,0,6
ch2_20141130_165529_829_s18,ch2_20141130_165529_829_s18-S4.jpg,4,20141130_165529,18,586,0,0,0,6
ch2_20141130_165529_829_s18,ch2_20141130_165529_829_s18-S5.jpg,5,20141130_165529,18,778,0,1,0,4
ch2_20141130_165529_829_s24,ch2_20141130_165529_829_s24-S1.jpg,1,20141130_165529,24,346,0,0,0,5
ch2_20141130_165529_829_s24,ch2_20141130_165529_829_s24-S2.jpg,2,20141130_165529,24,368,0,0,0,4
ch2_20141130_165529_829_s24,ch2_20141130_165529_829_s24-S3.jpg,3,20141130_165529,24,484,0,0,0,5
ch2_20141130_165529_829_s24,ch2_20141130_165529_829_s24-T1.jpg,1,20141130_165529,24,528,1,1,4,3
ch2_20141130_165529_829_s45,ch2_20141130_165529_829_s45-T1.jpg,1,20141130_165529,45,375,1,1,3,3
ch2_20141130_165529_829_s45,ch2_20141130_165529_829_s45-S1.jpg,1,20141130_165529,45,881,0,0,0,5
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-T1.jpg,1,20141130_165529,74,110,1,1,4,3
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-T2.jpg,2,20141130_165529,74,143,1,1,4,4
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-S2.jpg,2,20141130_165529,74,179,0,1,0,4
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-T3.jpg,3,20141130_165529,74,194,1,1,4,3
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-T4.jpg,4,20141130_165529,74,213,1,1,4,3
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-S5.jpg,5,20141130_165529,74,234,0,0,0,5
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-S6.jpg,6,20141130_165529,74,267,0,0,0,5
ch2_20141130_165529_829_s74,ch2_20141130_165529_829_s74-S7.jpg,7,20141130_165529,74,655,0,0,0,5
ch2_20141130_165529_829_s76,ch2_20141130_165529_829_s76-S1.jpg,1,20141130_165529,76,872,0,1,0,1
ch2_20141130_165529_829_s76,ch2_20141130_165529_829_s76-S2.jpg,2,20141130_165529,76,878,0,0,0,0
ch2_20141130_165529_829_s76,ch2_20141130_165529_829_s76-S3.jpg,3,20141130_165529,76,890,0,1,0,5
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S1.jpg,1,20141130_165529,94,2,0,0,0,5
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-T1.jpg,1,20141130_165529,94,100,1,1,4,3
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S2.jpg,2,20141130_165529,94,170,0,0,0,0
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S3.jpg,3,20141130_165529,94,224,0,0,0,5
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S4.jpg,4,20141130_165529,94,596,0,0,0,5
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S5.jpg,5,20141130_165529,94,618,0,0,0,3
ch2_20141130_165529_829_s94,ch2_20141130_165529_829_s94-S6.jpg,6,20141130_165529,94,639,0,0,0,5
